N_features,Iteration,AUC
10,1,0.5726495726495726
10,2,0.5837606837606838
10,3,0.5917378917378917
10,4,0.6803418803418804
10,5,0.6749287749287749
10,6,0.5813390313390313
10,7,0.5792022792022792
10,8,0.6108262108262108
10,9,0.6467236467236467
10,10,0.6282051282051282
10,11,0.6145299145299146
10,12,0.5908831908831909
10,13,0.5774928774928775
10,14,0.5766381766381766
10,15,0.6364672364672365
10,16,0.6578347578347579
10,17,0.6284900284900284
10,18,0.6
10,19,0.6404558404558405
10,20,0.6259259259259259
10,21,0.6387464387464388
10,22,0.6307692307692307
10,23,0.6703703703703704
10,24,0.6849002849002849
10,25,0.6330484330484331
10,26,0.6464387464387464
10,27,0.7062678062678063
10,28,0.6904558404558404
10,29,0.5566951566951567
10,30,0.721937321937322
10,31,0.5994301994301995
10,32,0.5585470085470086
10,33,0.5086894586894587
10,34,0.6655270655270655
10,35,0.6387464387464388
10,36,0.7264957264957265
10,37,0.6928774928774929
10,38,0.6458689458689458
10,39,0.6672364672364672
10,40,0.6584045584045584
10,41,0.6796296296296296
10,42,0.6387464387464388
10,43,0.5424501424501424
10,44,0.6162393162393163
10,45,0.5367521367521367
10,46,0.6205128205128205
10,47,0.6606837606837607
10,48,0.6367521367521367
10,49,0.6592592592592592
10,50,0.6532763532763532
10,51,0.6424501424501424
10,52,0.5173789173789174
10,53,0.5306267806267806
10,54,0.676923076923077
10,55,0.635042735042735
10,56,0.6042735042735042
10,57,0.6618233618233619
10,58,0.6561253561253562
10,59,0.584045584045584
10,60,0.5585470085470086
10,61,0.5478632478632479
10,62,0.5641025641025641
10,63,0.6575498575498575
10,64,0.6105413105413106
10,65,0.6732193732193732
10,66,0.56381766381766385
10,67,0.7213675213675214
10,68,0.6105413105413106
10,69,0.6170940170940171
10,70,0.5863247863247864
10,71,0.625071225071225
10,72,0.7099715099715099
10,73,0.6706552706552706
10,74,0.6774928774928775
10,75,0.5888888888888889
10,76,0.639031339031339
10,77,0.5886039886039887
10,78,0.6780626780626781
10,79,0.5652421652421652
10,80,0.7133903133903133
10,81,0.5965811965811966
10,82,0.6817663817663817
10,83,0.5692307692307692
10,84,0.6356125356125356
10,85,0.5071225071225072
10,86,0.6384615384615384
10,87,0.6005698005698006
10,88,0.7538461538461538
10,89,0.7205128205128205
10,90,0.6253561253561254
10,91,0.666951566951567
10,92,0.6301994301994301
10,93,0.6558404558404558
10,94,0.6754985754985755
10,95,0.7504273504273504
10,96,0.6227920227920228
10,97,0.627920227920228
10,98,0.6638176638176638
10,99,0.7245014245014245
10,100,0.7207977207977208
50,1,0.6680911680911681
50,2,0.7507122507122507
50,3,0.7427350427350428
50,4,0.6857549857549857
50,5,0.6911680911680912
50,6,0.7663817663817664
50,7,0.5957264957264957
50,8,0.7071225071225071
50,9,0.735897435897436
50,10,0.6908831908831908
50,11,0.7849002849002849
50,12,0.7581196581196581
50,13,0.6857549857549857
50,14,0.8179487179487179
50,15,0.7353276353276353
50,16,0.7965811965811965
50,17,0.7273504273504273
50,18,0.6891737891737891
50,19,0.7051282051282052
50,20,0.6245014245014245
50,21,0.7777777777777778
50,22,0.7905982905982906
50,23,0.7518518518518519
50,24,0.6427350427350428
50,25,0.7102564102564103
50,26,0.68005698005698
50,27,0.7313390313390313
50,28,0.7655270655270655
50,29,0.7951566951566952
50,30,0.784045584045584
50,31,0.6210826210826211
50,32,0.7623931623931623
50,33,0.6703703703703704
50,34,0.6455840455840456
50,35,0.7253561253561254
50,36,0.7094017094017094
50,37,0.6831908831908832
50,38,0.6136752136752137
50,39,0.7284900284900285
50,40,0.7136752136752137
50,41,0.6190883190883191
50,42,0.6746438746438747
50,43,0.658974358974359
50,44,0.672934472934473
50,45,0.7233618233618233
50,46,0.7304843304843305
50,47,0.7928774928774929
50,48,0.6509971509971509
50,49,0.7487179487179487
50,50,0.803988603988604
50,51,0.6817663817663817
50,52,0.7888888888888889
50,53,0.588034188034188
50,54,0.6247863247863248
50,55,0.6843304843304844
50,56,0.7424501424501424
50,57,0.6746438746438747
50,58,0.6908831908831908
50,59,0.7
50,60,0.7498575498575498
50,61,0.6643874643874644
50,62,0.6994301994301995
50,63,0.6558404558404558
50,64,0.7270655270655271
50,65,0.6928774928774929
50,66,0.6743589743589744
50,67,0.6820512820512821
50,68,0.750997150997151
50,69,0.7603988603988604
50,70,0.7934472934472935
50,71,0.8051282051282052
50,72,0.7487179487179487
50,73,0.649002849002849
50,74,0.7472934472934473
50,75,0.6695156695156695
50,76,0.7512820512820513
50,77,0.6923076923076923
50,78,0.6743589743589744
50,79,0.6786324786324787
50,80,0.735897435897436
50,81,0.662962962962963
50,82,0.7316239316239316
50,83,0.7458689458689459
50,84,0.7233618233618233
50,85,0.6757834757834758
50,86,0.7273504273504273
50,87,0.6273504273504273
50,88,0.6680911680911681
50,89,0.7900284900284901
50,90,0.6544159544159545
50,91,0.7111111111111111
50,92,0.6125356125356125
50,93,0.662962962962963
50,94,0.6928774928774929
50,95,0.7863247863247863
50,96,0.6846153846153846
50,97,0.7065527065527065
50,98,0.7182336182336182
50,99,0.7826210826210827
50,100,0.7162393162393162
100,1,0.7176638176638177
100,2,0.7313390313390313
100,3,0.6225071225071225
100,4,0.7025641025641025
100,5,0.7207977207977208
100,6,0.7575498575498576
100,7,0.7247863247863248
100,8,0.6367521367521367
100,9,0.7088319088319088
100,10,0.6962962962962963
100,11,0.6945868945868946
100,12,0.7575498575498576
100,13,0.7715099715099715
100,14,0.6826210826210827
100,15,0.7099715099715099
100,16,0.7233618233618233
100,17,0.7606837606837606
100,18,0.6407407407407407
100,19,0.7276353276353277
100,20,0.7923076923076923
100,21,0.7447293447293447
100,22,0.654985754985755
100,23,0.6925925925925925
100,24,0.6717948717948717
100,25,0.749002849002849
100,26,0.7199430199430199
100,27,0.7829059829059829
100,28,0.7199430199430199
100,29,0.666951566951567
100,30,0.7484330484330485
100,31,0.7592592592592593
100,32,0.7467236467236468
100,33,0.7270655270655271
100,34,0.6982905982905983
100,35,0.7216524216524216
100,36,0.7860398860398861
100,37,0.7324786324786324
100,38,0.7683760683760684
100,39,0.6809116809116809
100,40,0.6173789173789174
100,41,0.6786324786324787
100,42,0.6951566951566952
100,43,0.7150997150997151
100,44,0.7695156695156695
100,45,0.705982905982906
100,46,0.7564102564102564
100,47,0.7284900284900285
100,48,0.6957264957264957
100,49,0.7774928774928775
100,50,0.7153846153846154
100,51,0.6806267806267806
100,52,0.7165242165242165
100,53,0.7703703703703704
100,54,0.6561253561253562
100,55,0.7404558404558405
100,56,0.7088319088319088
100,57,0.7301994301994302
100,58,0.715954415954416
100,59,0.7752136752136752
100,60,0.6703703703703704
100,61,0.7210826210826211
100,62,0.7142450142450143
100,63,0.7931623931623931
100,64,0.7247863247863248
100,65,0.6341880341880342
100,66,0.7643874643874644
100,67,0.7444444444444445
100,68,0.7584045584045584
100,69,0.7811965811965812
100,70,0.6595441595441596
100,71,0.7527065527065527
100,72,0.7381766381766381
100,73,0.7025641025641025
100,74,0.7324786324786324
100,75,0.7515669515669515
100,76,0.7282051282051282
100,77,0.7256410256410256
100,78,0.8008547008547009
100,79,0.6584045584045584
100,80,0.766951566951567
100,81,0.8994301994301994
100,82,0.7321937321937322
100,83,0.6894586894586895
100,84,0.7997150997150997
100,85,0.7270655270655271
100,86,0.7957264957264957
100,87,0.7236467236467237
100,88,0.6612535612535613
100,89,0.6267806267806267
100,90,0.7626780626780627
100,91,0.6646723646723647
100,92,0.7139601139601139
100,93,0.7398860398860398
100,94,0.7849002849002849
100,95,0.7467236467236468
100,96,0.6737891737891738
100,97,0.7945868945868946
100,98,0.7150997150997151
100,99,0.7239316239316239
100,100,0.6538461538461539
125,1,0.719088319088319
125,2,0.8678062678062678
125,3,0.7350427350427351
125,4,0.7333333333333333
125,5,0.7168091168091169
125,6,0.7803418803418803
125,7,0.7689458689458689
125,8,0.7247863247863248
125,9,0.7099715099715099
125,10,0.7478632478632479
125,11,0.701994301994302
125,12,0.7737891737891738
125,13,0.6723646723646723
125,14,0.7245014245014245
125,15,0.7806267806267806
125,16,0.7339031339031339
125,17,0.8074074074074075
125,18,0.7091168091168091
125,19,0.6566951566951567
125,20,0.7945868945868946
125,21,0.8042735042735043
125,22,0.621937321937322
125,23,0.7293447293447294
125,24,0.6518518518518519
125,25,0.6658119658119658
125,26,0.7772079772079772
125,27,0.7891737891737892
125,28,0.6928774928774929
125,29,0.7638176638176638
125,30,0.6968660968660969
125,31,0.7373219373219373
125,32,0.7307692307692307
125,33,0.6242165242165242
125,34,0.6837606837606838
125,35,0.6991452991452991
125,36,0.6786324786324787
125,37,0.7227920227920228
125,38,0.6723646723646723
125,39,0.7584045584045584
125,40,0.6974358974358974
125,41,0.7253561253561254
125,42,0.707977207977208
125,43,0.7002849002849003
125,44,0.7846153846153846
125,45,0.7262108262108262
125,46,0.7031339031339031
125,47,0.715954415954416
125,48,0.7564102564102564
125,49,0.7703703703703704
125,50,0.7777777777777778
125,51,0.6564102564102564
125,52,0.7424501424501424
125,53,0.7726495726495727
125,54,0.7233618233618233
125,55,0.6794871794871795
125,56,0.6746438746438747
125,57,0.715954415954416
125,58,0.6746438746438747
125,59,0.6923076923076923
125,60,0.7472934472934473
125,61,0.6757834757834758
125,62,0.7769230769230769
125,63,0.6866096866096866
125,64,0.7270655270655271
125,65,0.6358974358974359
125,66,0.6914529914529914
125,67,0.7498575498575498
125,68,0.8136752136752137
125,69,0.7863247863247863
125,70,0.7319088319088319
125,71,0.7484330484330485
125,72,0.6923076923076923
125,73,0.8333333333333334
125,74,0.6860398860398861
125,75,0.7384615384615385
125,76,0.7111111111111111
125,77,0.6925925925925925
125,78,0.6783475783475783
125,79,0.6467236467236467
125,80,0.752991452991453
125,81,0.7518518518518519
125,82,0.7515669515669515
125,83,0.7267806267806268
125,84,0.7538461538461538
125,85,0.733048433048433
125,86,0.7310541310541311
125,87,0.6923076923076923
125,88,0.7
125,89,0.8125356125356126
125,90,0.676923076923077
125,91,0.729059829059829
125,92,0.6544159544159545
125,93,0.7284900284900285
125,94,0.8216524216524217
125,95,0.7735042735042735
125,96,0.8042735042735043
125,97,0.7461538461538462
125,98,0.7313390313390313
125,99,0.6678062678062678
125,100,0.6831908831908832
150,1,0.7498575498575498
150,2,0.7415954415954416
150,3,0.7091168091168091
150,4,0.7250712250712251
150,5,0.5948717948717949
150,6,0.7042735042735043
150,7,0.7737891737891738
150,8,0.6957264957264957
150,9,0.7031339031339031
150,10,0.6774928774928775
150,11,0.7156695156695156
150,12,0.6606837606837607
150,13,0.7752136752136752
150,14,0.7225071225071225
150,15,0.8185185185185185
150,16,0.7111111111111111
150,17,0.7051282051282052
150,18,0.7230769230769231
150,19,0.6820512820512821
150,20,0.7028490028490029
150,21,0.6886039886039886
150,22,0.7316239316239316
150,23,0.7287749287749288
150,24,0.676923076923077
150,25,0.7213675213675214
150,26,0.6860398860398861
150,27,0.696011396011396
150,28,0.7196581196581197
150,29,0.6891737891737891
150,30,0.7028490028490029
150,31,0.6974358974358974
150,32,0.6475783475783475
150,33,0.6301994301994301
150,34,0.7905982905982906
150,35,0.6957264957264957
150,36,0.6284900284900284
150,37,0.676923076923077
150,38,0.7655270655270655
150,39,0.6843304843304844
150,40,0.6501424501424501
150,41,0.6826210826210827
150,42,0.7225071225071225
150,43,0.7467236467236468
150,44,0.6923076923076923
150,45,0.652991452991453
150,46,0.6358974358974359
150,47,0.7279202279202279
150,48,0.7299145299145299
150,49,0.7524216524216524
150,50,0.6831908831908832
150,51,0.6809116809116809
150,52,0.725925925925926
150,53,0.6851851851851852
150,54,0.711965811965812
150,55,0.6723646723646723
150,56,0.7276353276353277
150,57,0.7316239316239316
150,58,0.7572649572649572
150,59,0.7301994301994302
150,60,0.7455840455840456
150,61,0.762962962962963
150,62,0.7413105413105413
150,63,0.6307692307692307
150,64,0.7284900284900285
150,65,0.6712250712250712
150,66,0.6974358974358974
150,67,0.6888888888888889
150,68,0.6937321937321937
150,69,0.725925925925926
150,70,0.6623931623931624
150,71,0.717948717948718
150,72,0.7085470085470086
150,73,0.6783475783475783
150,74,0.7139601139601139
150,75,0.6883190883190883
150,76,0.7381766381766381
150,77,0.6866096866096866
150,78,0.7908831908831909
150,79,0.7598290598290598
150,80,0.7911680911680912
150,81,0.7680911680911681
150,82,0.6435897435897436
150,83,0.7225071225071225
150,84,0.6276353276353276
150,85,0.7173789173789173
150,86,0.8128205128205128
150,87,0.7213675213675214
150,88,0.770940170940171
150,89,0.6962962962962963
150,90,0.764102564102564
150,91,0.6378917378917379
150,92,0.6985754985754986
150,93,0.7692307692307693
150,94,0.7350427350427351
150,95,0.7310541310541311
150,96,0.676923076923077
150,97,0.6310541310541311
150,98,0.7341880341880341
150,99,0.7199430199430199
150,100,0.6706552706552706
175,1,0.7011396011396012
175,2,0.7515669515669515
175,3,0.6296296296296297
175,4,0.7752136752136752
175,5,0.7202279202279203
175,6,0.6692307692307692
175,7,0.7868945868945869
175,8,0.6871794871794872
175,9,0.7398860398860398
175,10,0.635042735042735
175,11,0.7136752136752137
175,12,0.6564102564102564
175,13,0.6601139601139601
175,14,0.6925925925925925
175,15,0.6575498575498575
175,16,0.6578347578347579
175,17,0.7367521367521368
175,18,0.7136752136752137
175,19,0.6692307692307692
175,20,0.7373219373219373
175,21,0.6538461538461539
175,22,0.7048433048433048
175,23,0.7948717948717948
175,24,0.7615384615384615
175,25,0.7361823361823362
175,26,0.6424501424501424
175,27,0.7592592592592593
175,28,0.7754985754985755
175,29,0.8210826210826211
175,30,0.607977207977208
175,31,0.6974358974358974
175,32,0.6874643874643874
175,33,0.6415954415954416
175,34,0.7116809116809116
175,35,0.7170940170940171
175,36,0.7418803418803419
175,37,0.7270655270655271
175,38,0.7319088319088319
175,39,0.743019943019943
175,40,0.6284900284900284
175,41,0.7125356125356125
175,42,0.8002849002849003
175,43,0.752991452991453
175,44,0.6333333333333333
175,45,0.7347578347578347
175,46,0.7396011396011396
175,47,0.7592592592592593
175,48,0.6886039886039886
175,49,0.7441595441595441
175,50,0.707977207977208
175,51,0.7042735042735043
175,52,0.7544159544159544
175,53,0.7712250712250712
175,54,0.7774928774928775
175,55,0.656980056980057
175,56,0.7210826210826211
175,57,0.7361823361823362
175,58,0.7111111111111111
175,59,0.717948717948718
175,60,0.7034188034188035
175,61,0.7176638176638177
175,62,0.6831908831908832
175,63,0.6478632478632479
175,64,0.7193732193732194
175,65,0.7168091168091169
175,66,0.7048433048433048
175,67,0.6267806267806267
175,68,0.6595441595441596
175,69,0.8005698005698005
175,70,0.7427350427350428
175,71,0.7176638176638177
175,72,0.60997150997151
175,73,0.7900284900284901
175,74,0.7096866096866097
175,75,0.6615384615384615
175,76,0.7233618233618233
175,77,0.8213675213675213
175,78,0.7498575498575498
175,79,0.6891737891737891
175,80,0.696011396011396
175,81,0.7484330484330485
175,82,0.6695156695156695
175,83,0.6957264957264957
175,84,0.6353276353276354
175,85,0.6866096866096866
175,86,0.750997150997151
175,87,0.7068376068376069
175,88,0.784045584045584
175,89,0.6746438746438747
175,90,0.766951566951567
175,91,0.7524216524216524
175,92,0.6857549857549857
175,93,0.7017094017094017
175,94,0.6464387464387464
175,95,0.7646723646723647
175,96,0.7458689458689459
175,97,0.6854700854700855
175,98,0.762962962962963
175,99,0.7356125356125356
175,100,0.6968660968660969
200,1,0.7034188034188035
200,2,0.7450142450142451
200,3,0.5982905982905983
200,4,0.69002849002849
200,5,0.6652421652421653
200,6,0.762962962962963
200,7,0.7558404558404559
200,8,0.6487179487179487
200,9,0.6783475783475783
200,10,0.7572649572649572
200,11,0.6982905982905983
200,12,0.7404558404558405
200,13,0.7854700854700855
200,14,0.6903133903133903
200,15,0.7686609686609687
200,16,0.7319088319088319
200,17,0.694017094017094
200,18,0.6837606837606838
200,19,0.7304843304843305
200,20,0.5868945868945868
200,21,0.7623931623931623
200,22,0.7743589743589744
200,23,0.6572649572649573
200,24,0.8122507122507122
200,25,0.7216524216524216
200,26,0.7045584045584046
200,27,0.7435897435897436
200,28,0.7413105413105413
200,29,0.7074074074074074
200,30,0.7717948717948718
200,31,0.7319088319088319
200,32,0.705982905982906
200,33,0.6547008547008547
200,34,0.7991452991452992
200,35,0.7287749287749288
200,36,0.7304843304843305
200,37,0.6145299145299146
200,38,0.6914529914529914
200,39,0.6566951566951567
200,40,0.7746438746438746
200,41,0.6923076923076923
200,42,0.6789173789173789
200,43,0.7549857549857549
200,44,0.6814814814814815
200,45,0.7045584045584046
200,46,0.707977207977208
200,47,0.6689458689458689
200,48,0.7142450142450143
200,49,0.7153846153846154
200,50,0.7829059829059829
200,51,0.7188034188034188
200,52,0.7319088319088319
200,53,0.7014245014245014
200,54,0.7028490028490029
200,55,0.705982905982906
200,56,0.8028490028490028
200,57,0.7299145299145299
200,58,0.6914529914529914
200,59,0.7347578347578347
200,60,0.7205128205128205
200,61,0.6353276353276354
200,62,0.7632478632478632
200,63,0.7398860398860398
200,64,0.7444444444444445
200,65,0.737037037037037
200,66,0.8290598290598291
200,67,0.8247863247863247
200,68,0.5957264957264957
200,69,0.6860398860398861
200,70,0.6552706552706553
200,71,0.7806267806267806
200,72,0.6811965811965812
200,73,0.6786324786324787
200,74,0.852991452991453
200,75,0.7549857549857549
200,76,0.6558404558404558
200,77,0.6552706552706553
200,78,0.7188034188034188
200,79,0.7524216524216524
200,80,0.7307692307692307
200,81,0.7002849002849003
200,82,0.6991452991452991
200,83,0.7193732193732194
200,84,0.7316239316239316
200,85,0.6874643874643874
200,86,0.7723646723646723
200,87,0.7415954415954416
200,88,0.6267806267806267
200,89,0.7102564102564103
200,90,0.6660968660968661
200,91,0.7760683760683761
200,92,0.7518518518518519
200,93,0.743019943019943
200,94,0.7042735042735043
200,95,0.7125356125356125
200,96,0.6387464387464388
200,97,0.7185185185185186
200,98,0.7247863247863248
200,99,0.7051282051282052
200,100,0.6658119658119658
